"ID";"od";"dd";"size";"price";"a6";"a7";"a8";"a9";"tax"
355581;"2013-01-20";"?";"M";29.9;4;"1945-03-27";8;0;5.68
153964;"2012-08-05";"2012-08-08";"l";29.9;4;"1974-01-09";3;1;5.68
55803;"2012-05-16";"2012-05-18";"m";49.9;4;"1947-07-22";7;0;9.48
294262;"2012-12-04";"?";"XL";24.9;3;"1957-07-15";1;0;4.73
406767;"2013-02-27";"?";"L";59.9;4;"1966-04-01";7;0;11.38
264413;"2012-10-25";"2012-10-26";"xl";26.9;4;"1955-04-09";10;0;5.11
346886;"2013-01-16";"2013-01-17";"M";69.9;4;"1964-08-13";9;1;13.28
253161;"2012-10-17";"2012-12-03";"m";279.9;4;"1963-12-25";1;0;53.18
174660;"2012-08-19";"2012-08-22";"xl";26.9;4;"1969-07-04";15;1;5.11
464065;"2013-03-22";"2013-03-25";"L";59.9;4;"?";10;0;11.38
445223;"2013-03-13";"2013-04-09";"XL";79.9;4;"1970-06-25";10;1;15.18
94911;"2012-06-18";"2012-06-19";"xl";59.9;3;"1965-08-19";10;1;11.38
459707;"2013-03-19";"2013-05-13";"XXL";79.9;4;"1970-04-30";2;0;15.18
424627;"2013-03-04";"2013-03-05";"L";27.9;4;"?";8;0;5.3
348218;"2013-01-16";"2013-01-18";"xxl";69.9;4;"1967-03-03";13;1;13.28
260107;"2012-10-21";"2012-10-24";"xxl";19.9;4;"1963-07-13";10;1;3.78
242623;"2012-10-08";"?";"xl";69.9;4;"1970-04-30";1;0;13.28
93445;"2012-06-17";"2012-06-20";"s";49.9;4;"1967-10-02";10;1;9.48
48636;"2012-05-10";"2012-05-11";"xxl";29.9;4;"?";1;0;5.68
238103;"2012-10-04";"2012-10-05";"m";16.9;4;"1962-02-06";8;0;3.21
153045;"2012-08-06";"2012-08-07";"m";99.9;4;"1977-01-17";1;0;18.98
380675;"2013-02-07";"2013-02-08";"XL";23.9;4;"1957-07-12";2;0;4.54
436031;"2013-03-09";"2013-03-11";"L";59.9;4;"1976-05-14";4;1;11.38
164777;"2012-08-11";"2012-08-14";"xl";39.9;4;"1973-02-12";16;1;7.58
403366;"2013-02-24";"2013-03-18";"XL";49.9;4;"1955-09-30";3;1;9.48
102797;"2012-06-25";"2012-06-26";"xxl";14.9;4;"1962-01-27";12;0;2.83
480864;"2013-03-31";"2013-04-03";"XL";21.9;4;"1979-03-10";12;1;4.16
286567;"2012-11-22";"?";"XL";39.9;3;"1963-06-14";3;0;7.58
212093;"2012-09-17";"2012-09-19";"s";21.9;4;"1965-10-06";2;1;4.16
409798;"2013-02-28";"2013-04-09";"l";64.9;4;"1975-07-30";2;1;12.33
139768;"2012-07-21";"2012-07-23";"xxl";26.9;4;"1969-02-24";8;1;5.11
237163;"2012-10-03";"2012-11-22";"xl";32.95;4;"1975-03-31";2;0;6.26
384387;"2013-02-10";"2013-02-12";"XL";39.9;4;"1953-07-15";16;1;7.58
40443;"2012-05-02";"?";"m";29.9;4;"1972-05-07";13;0;5.68
196567;"2012-09-07";"2012-09-11";"l";39.9;4;"1967-04-23";3;0;7.58
46449;"2012-05-08";"2012-05-08";"xl";24.9;4;"1973-07-04";16;1;4.73
63544;"2012-05-22";"?";"xxl";21.9;4;"1965-08-06";7;0;4.16
103348;"2012-06-26";"?";"xl";34.9;4;"1974-12-13";2;0;6.63
133609;"2012-07-12";"2012-07-16";"l";19.9;4;"1960-04-07";15;0;3.78
145968;"2012-07-30";"2012-07-31";"l";39.9;4;"1934-08-18";1;1;7.58
185662;"2012-08-29";"2012-09-26";"m";79.9;4;"1963-12-06";15;0;15.18
248540;"2012-10-14";"2012-10-17";"m";59.9;4;"1960-02-06";2;1;11.38
426594;"2013-03-05";"2013-03-06";"M";29.9;4;"?";16;1;5.68
370180;"2013-01-29";"2013-01-30";"XL";49.9;4;"1968-01-07";7;1;9.48
459789;"2013-03-19";"2013-03-22";"S";49.9;4;"?";8;0;9.48
163069;"2012-08-10";"2012-09-24";"l";79.9;4;"1964-03-29";10;0;15.18
403460;"2013-02-24";"2013-02-26";"XL";39.9;4;"1952-11-29";10;1;7.58
63264;"2012-05-21";"2012-05-23";"xxl";79.9;4;"1956-06-29";2;0;15.18
59741;"2012-05-19";"2012-05-22";"xl";49.9;4;"1966-03-07";13;1;9.48
361460;"2013-01-23";"2013-03-25";"L";26.9;4;"1959-02-26";15;0;5.11
279646;"2012-11-13";"2012-11-14";"L";79.9;4;"1964-03-18";2;1;15.18
311301;"2012-12-27";"2013-01-02";"XL";69.9;4;"1967-09-22";7;1;13.28
58993;"2012-05-19";"2012-05-22";"s";39.9;4;"1965-01-14";1;1;7.58
425603;"2013-03-04";"2013-04-09";"L";99.9;4;"1961-06-06";9;0;18.98
411264;"2013-02-28";"2013-03-04";"XXL";21.9;4;"1960-07-06";14;1;4.16
22499;"2012-04-16";"2012-04-18";"xxl";21.9;4;"1966-09-19";14;1;4.16
352277;"2013-01-18";"2013-04-19";"M";39.9;4;"?";11;0;7.58
272317;"2012-11-03";"2012-11-05";"XXL";79.9;4;"1964-01-20";10;1;15.18
455547;"2013-03-17";"2013-04-04";"XL";49.9;4;"1949-11-19";11;1;9.48
440727;"2013-03-10";"2013-03-13";"M";29.9;4;"?";10;0;5.68
229262;"2012-09-25";"2012-09-28";"m";22.95;4;"1979-02-16";2;1;4.36
377762;"2013-02-04";"2013-02-06";"XL";49.9;4;"1970-06-03";11;1;9.48
255900;"2012-10-19";"2012-11-09";"xl";149.95;4;"1954-06-27";8;1;28.49
93834;"2012-06-17";"2012-06-19";"m";29.9;4;"1960-03-09";10;1;5.68
356650;"2013-01-20";"2013-01-23";"L";59.9;4;"1962-02-04";1;0;11.38
378851;"2013-02-05";"2013-02-12";"XL";39.9;4;"1953-10-12";1;1;7.58
351988;"2013-01-18";"2013-01-22";"L";49.9;4;"1960-06-26";16;1;9.48
88518;"2012-06-12";"2012-06-14";"s";69.9;4;"1969-11-24";1;1;13.28
145354;"2012-07-29";"2012-07-31";"s";21.9;4;"1967-02-14";9;1;4.16
159653;"2012-08-08";"2012-08-10";"xxl";59.9;4;"?";5;1;11.38
292560;"2012-12-02";"2012-12-05";"s";99.9;4;"?";8;0;18.98
428174;"2013-03-05";"2013-05-01";"XXL";26.9;4;"1976-10-07";11;0;5.11
425877;"2013-03-04";"2013-04-04";"M";26.9;4;"1956-01-07";2;0;5.11
191953;"2012-09-03";"2012-09-05";"l";79.9;4;"1954-04-26";13;0;15.18
365453;"2013-01-26";"1990-12-31";"M";119.9;4;"1960-12-07";6;1;22.78
390979;"2013-02-15";"2013-05-10";"XL";59.9;4;"1962-09-30";2;0;11.38
359644;"2013-01-22";"2013-01-23";"L";39.9;4;"1964-05-14";2;0;7.58
191696;"2012-09-03";"2012-09-05";"xxl";49.9;4;"1961-10-31";6;0;9.48
145493;"2012-07-29";"2012-07-31";"xxl";59.9;4;"1952-04-24";10;0;11.38
28160;"2012-04-22";"2012-04-27";"l";49.9;4;"1962-01-26";10;1;9.48
338675;"2013-01-13";"2013-01-14";"XL";29.9;4;"1966-09-08";8;1;5.68
91478;"2012-06-15";"2012-06-26";"xxl";49.9;4;"1969-05-08";10;0;9.48
318940;"2013-01-04";"2013-01-07";"L";19.9;4;"1958-03-17";16;1;3.78
65547;"2012-05-23";"2012-08-06";"xl";39.9;4;"1964-07-08";15;0;7.58
184601;"2012-08-28";"2012-08-30";"m";24.9;4;"1957-05-08";11;0;4.73
480003;"2013-03-31";"?";"XXL";69.9;4;"1969-05-28";1;0;13.28
399140;"2013-02-22";"2013-02-25";"L";49.9;4;"1990-03-04";3;1;9.48
181957;"2012-08-26";"2012-08-29";"l";59.9;3;"1972-07-16";14;0;11.38
220673;"2012-09-20";"2012-09-24";"xxl";139.9;4;"1974-09-05";15;1;26.58
220389;"2012-09-20";"?";"m";99.9;4;"1975-01-04";2;0;18.98
307759;"2012-12-21";"2013-01-01";"XXL";49.9;4;"1952-04-24";10;1;9.48
201614;"2012-09-12";"2012-09-13";"xl";19.9;4;"1962-09-05";7;1;3.78
461045;"2013-03-20";"2013-04-11";"XXL";69.9;4;"1956-03-23";14;0;13.28
466622;"2013-03-23";"2013-05-20";"XL";69.9;4;"1970-05-02";10;0;13.28
441792;"2013-03-11";"2013-03-13";"XL";49.9;4;"1969-08-22";11;1;9.48
40490;"2012-05-02";"2012-05-03";"m";24.9;4;"1963-06-23";8;0;4.73
240374;"2012-10-06";"2012-11-30";"s";99.9;4;"1963-06-12";10;1;18.98
166781;"2012-08-12";"2012-08-16";"xxl";26.9;4;"1967-02-04";2;1;5.11
338563;"2013-01-13";"2013-01-21";"L";21.9;4;"1968-02-06";13;0;4.16
323621;"2013-01-08";"2013-01-10";"S";39.9;4;"1960-01-01";11;0;7.58
418303;"2013-03-03";"2013-04-09";"S";79.9;4;"1971-04-01";3;1;15.18
456696;"2013-03-18";"2013-03-19";"L";39.9;4;"1957-09-05";8;0;7.58
293571;"2012-12-03";"2012-12-05";"XL";59.9;4;"1960-08-04";1;1;11.38
272520;"2012-11-03";"2013-01-04";"XL";24.9;4;"1957-10-05";2;1;4.73
453746;"2013-03-17";"2013-03-20";"L";69.9;4;"?";8;1;13.28
432205;"2013-03-07";"?";"L";26.9;4;"1978-02-07";2;0;5.11
204968;"2012-09-14";"2012-09-17";"l";39.9;4;"1963-02-19";1;1;7.58
24326;"2012-04-19";"2012-04-25";"xxl";79.9;4;"1952-10-30";7;1;15.18
383160;"2013-02-09";"2013-02-11";"L";49.9;4;"?";8;1;9.48
446697;"2013-03-13";"2013-05-10";"M";59.9;4;"1986-06-06";1;0;11.38
187172;"2012-08-30";"2012-09-03";"m";59.9;4;"1970-09-27";2;0;11.38
117827;"2012-06-29";"2012-07-04";"l";39.9;4;"1953-08-04";7;0;7.58
42808;"2012-05-04";"2012-05-07";"l";39.9;4;"1967-01-23";4;1;7.58
194619;"2012-09-05";"2012-09-10";"m";59.9;4;"1972-04-24";10;0;11.38
84611;"2012-06-07";"2012-06-12";"xl";54.9;4;"1964-04-09";7;0;10.43
63643;"2012-05-22";"2012-05-23";"m";19.9;4;"1957-10-01";4;0;3.78
125495;"2012-07-03";"2012-07-04";"m";24.9;4;"1960-06-15";2;0;4.73
282181;"2012-11-17";"2012-11-20";"L";39.9;4;"1984-10-10";9;1;7.58
69990;"2012-05-27";"2012-05-29";"xxxl";19.9;4;"1965-09-29";8;0;3.78
463037;"2013-03-21";"2013-05-10";"M";44.9;4;"1900-11-19";10;1;8.53
455000;"2013-03-17";"2013-03-19";"XXL";69.9;4;"1968-06-11";10;1;13.28
476284;"2013-03-28";"2013-05-01";"M";26.9;4;"1964-02-16";10;0;5.11
351816;"2013-01-18";"2013-02-21";"XXL";29.9;4;"1968-04-13";10;1;5.68
66787;"2012-05-24";"2012-05-28";"xl";29.9;4;"1957-02-20";1;1;5.68
4587;"2012-04-05";"2012-04-06";"l";99.9;4;"1955-02-19";7;1;18.98
343685;"2013-01-15";"2013-01-16";"M";79.9;4;"?";8;1;15.18
341626;"2013-01-14";"2013-01-15";"m";24.9;4;"1956-05-18";10;0;4.73
443001;"2013-03-11";"2013-06-03";"XL";59.9;4;"1962-05-04";2;1;11.38
203929;"2012-09-14";"2012-09-17";"xxl";59.9;4;"1942-06-23";10;0;11.38
211444;"2012-09-15";"2012-09-20";"xl";99.9;4;"1969-09-24";10;1;18.98
273580;"2012-11-04";"2012-11-16";"L";139.9;4;"1966-12-30";6;0;26.58
206700;"2012-09-14";"2012-09-19";"l";179.9;4;"1974-04-19";10;1;34.18
47378;"2012-05-09";"2012-05-11";"m";69.9;4;"?";10;1;13.28
188730;"2012-08-31";"2012-09-03";"m";29.9;4;"1968-09-30";15;1;5.68
91457;"2012-06-15";"2012-06-18";"xl";69.9;4;"1960-12-11";10;1;13.28
359978;"2013-01-22";"?";"L";39.9;3;"1951-01-06";10;0;7.58
5546;"2012-04-06";"2012-04-10";"m";19.9;4;"1968-07-27";11;1;3.78
443582;"2013-03-12";"2013-03-14";"M";34.9;4;"1960-07-27";15;1;6.63
435503;"2013-03-08";"2013-05-07";"XL";59.9;4;"1963-02-03";15;1;11.38
372470;"2013-01-31";"2013-02-01";"l";79.9;4;"1969-03-14";10;0;15.18
458178;"2013-03-19";"2013-03-20";"M";49.9;4;"1956-02-28";8;0;9.48
319085;"2013-01-04";"2013-01-07";"M";79.9;4;"?";3;0;15.18
331427;"2013-01-11";"2013-01-14";"XXL";59.9;4;"1987-11-13";1;1;11.38
189391;"2012-09-01";"2012-09-04";"xl";99.9;4;"1959-08-27";8;1;18.98
32112;"2012-04-24";"2012-05-18";"l";59.9;4;"1956-07-25";2;0;11.38
345411;"2013-01-15";"2013-01-21";"M";26.9;4;"1963-08-30";8;1;5.11
60909;"2012-05-20";"2012-05-22";"l";69.9;4;"1972-02-29";10;1;13.28
141745;"2012-07-24";"?";"l";59.9;4;"1954-04-05";10;0;11.38
321806;"2013-01-07";"2013-02-27";"XL";79.9;4;"1966-03-18";3;0;15.18
194017;"2012-09-05";"2012-09-05";"xxl";199.9;4;"1960-01-16";10;1;37.98
34473;"2012-04-27";"2012-05-04";"m";49.9;4;"1966-05-18";7;1;9.48
419953;"2013-03-04";"2013-03-05";"s";16.9;4;"1969-01-30";11;0;3.21
191471;"2012-09-03";"2012-09-04";"m";49.9;4;"?";13;1;9.48
337488;"2013-01-13";"2013-02-22";"M";44.9;4;"1985-03-04";10;0;8.53
10181;"2012-04-09";"2012-04-10";"xl";39.9;4;"1966-12-01";1;0;7.58
304407;"2012-12-16";"2012-12-21";"S";59.9;4;"1982-06-08";14;1;11.38
134505;"2012-07-14";"2012-07-17";"xxl";9.9;4;"1955-03-25";1;0;1.88
198936;"2012-09-10";"2012-09-19";"l";26.9;4;"1977-05-05";1;1;5.11
69069;"2012-05-26";"2012-05-28";"xl";49.9;4;"1971-04-24";7;0;9.48
403238;"2013-02-24";"2013-03-14";"L";14.9;3;"?";9;0;2.83
66602;"2012-05-23";"2012-05-28";"m";21.9;4;"1964-09-28";10;1;4.16
439242;"2013-03-10";"2013-03-12";"L";29.9;4;"1960-03-18";2;0;5.68
435349;"2013-03-08";"2013-03-12";"XL";24.9;4;"1968-02-03";10;0;4.73
88814;"2012-06-12";"2012-06-13";"xl";39.9;4;"1966-12-14";10;1;7.58
270729;"2012-11-01";"2012-11-02";"l";199.9;4;"1958-05-19";10;0;37.98
265299;"2012-10-26";"?";"xxl";24.9;4;"1974-03-28";2;0;4.73
75190;"2012-05-30";"2012-06-01";"s";59.9;4;"1957-02-02";10;1;11.38
263811;"2012-10-24";"2012-10-26";"xxl";49.9;4;"1955-02-20";11;0;9.48
105223;"2012-06-27";"2012-06-29";"l";19.9;4;"1968-05-23";8;1;3.78
136908;"2012-07-15";"2012-07-19";"xl";49.9;4;"1963-10-22";10;0;9.48
255018;"2012-10-18";"2012-10-19";"l";49.9;4;"1961-06-21";2;1;9.48
74622;"2012-05-30";"2012-06-04";"l";39.9;4;"1966-01-03";2;1;7.58
444281;"2013-03-12";"2013-03-13";"XXL";59.9;4;"1955-05-11";15;0;11.38
252466;"2012-10-17";"2012-12-10";"xxl";149.9;4;"1961-02-10";2;0;28.48
314514;"2012-12-31";"?";"XXL";26.9;4;"1963-05-07";1;0;5.11
368008;"2013-01-27";"2013-01-30";"M";39.9;4;"1964-10-14";13;0;7.58
315260;"2012-12-31";"2013-01-03";"M";189;4;"?";6;0;35.91
448455;"2013-03-14";"2013-03-18";"L";34.9;4;"1969-10-16";2;0;6.63
39340;"2012-05-01";"2012-05-02";"xxl";34.9;4;"1967-02-19";10;0;6.63
13665;"2012-04-10";"2012-06-06";"s";69.9;4;"?";8;1;13.28
275763;"2012-11-07";"?";"S";99.9;4;"1962-11-25";10;0;18.98
115473;"2012-06-29";"2012-07-03";"m";49.9;4;"1971-04-27";1;0;9.48
326993;"2013-01-09";"2013-01-11";"L";79.9;4;"1959-12-06";8;0;15.18
187257;"2012-08-30";"2012-09-03";"l";69.9;4;"1958-11-28";6;0;13.28
22798;"2012-04-17";"2012-04-26";"m";39.9;4;"1973-11-26";9;1;7.58
23381;"2012-04-18";"2012-04-19";"m";49.9;4;"1963-01-17";15;1;9.48
462891;"2013-03-21";"2013-03-22";"L";59.9;4;"1976-05-22";6;1;11.38
106352;"2012-06-27";"1990-12-31";"xxl";9.9;4;"1973-06-09";1;1;1.88
5729;"2012-04-06";"2012-04-09";"l";14.9;4;"1971-11-28";1;0;2.83
101901;"2012-06-23";"2012-06-27";"l";79.9;3;"1963-12-23";13;0;15.18
27347;"2012-04-21";"2012-04-26";"m";39.9;4;"1970-12-31";15;1;7.58
111638;"2012-06-28";"2012-07-02";"m";29.9;4;"1972-02-05";13;0;5.68
200936;"2012-09-11";"2012-09-13";"l";69.9;4;"1974-07-29";8;0;13.28
7080;"2012-04-07";"2012-04-09";"m";39.9;4;"1956-10-25";1;1;7.58
178331;"2012-08-23";"2012-08-27";"m";69.9;4;"1973-06-21";8;1;13.28
298968;"2012-12-11";"2012-12-13";"M";39.9;4;"?";1;1;7.58
309589;"2012-12-25";"2013-01-09";"L";39.9;4;"1969-02-12";1;0;7.58
128910;"2012-07-04";"2012-07-06";"l";59.9;4;"1972-02-28";10;1;11.38
339144;"2013-01-13";"2013-01-15";"XL";79.9;4;"1951-01-20";2;0;15.18
450880;"2013-03-15";"2013-03-19";"L";89.9;4;"1952-07-03";2;1;17.08
1833;"2012-04-02";"2012-04-06";"s";39.9;3;"1955-12-06";3;1;7.58
386660;"2013-02-12";"2013-02-13";"L";119.9;4;"1957-12-31";2;1;22.78
395415;"2013-02-19";"2013-04-18";"S";26.9;4;"1952-07-01";4;0;5.11
35666;"2012-04-27";"2012-04-30";"l";49.9;4;"1953-12-30";3;0;9.48
290007;"2012-11-28";"2012-11-30";"L";39.9;4;"1967-09-25";4;1;7.58
274475;"2012-11-05";"?";"M";39.9;4;"1966-05-04";15;0;7.58
65316;"2012-05-23";"2012-05-24";"xxl";16.9;4;"1960-12-16";10;0;3.21
134518;"2012-07-13";"2012-07-16";"m";39.9;4;"1956-01-16";10;0;7.58
173186;"2012-08-18";"2012-08-21";"xl";19.9;4;"1971-09-20";8;1;3.78
397912;"2013-02-21";"2013-02-22";"XL";29.9;4;"1963-11-29";10;0;5.68
79814;"2012-06-03";"?";"xl";29.9;4;"1967-07-25";10;0;5.68
264661;"2012-10-26";"2012-10-30";"m";21.9;4;"1955-05-13";11;0;4.16
377189;"2013-02-04";"2013-02-06";"L";39.9;3;"?";3;0;7.58
140398;"2012-07-22";"2012-07-24";"l";15.9;4;"1965-01-10";10;0;3.02
219122;"2012-09-19";"2012-10-26";"l";29.9;4;"1949-11-19";15;1;5.68
336929;"2013-01-12";"2013-01-15";"M";49.9;5;"1961-12-22";10;1;9.48
17916;"2012-04-13";"2012-04-16";"xxl";69.9;4;"1959-05-03";10;1;13.28
286290;"2012-11-22";"2012-11-23";"XL";139.9;4;"1961-12-31";1;1;26.58
449372;"2013-03-15";"2013-03-27";"XL";24.9;4;"1966-11-25";7;1;4.73
217968;"2012-09-18";"2012-09-20";"m";109.9;4;"1960-10-27";10;1;20.88
451015;"2013-03-15";"2013-05-01";"M";39.9;4;"1971-01-12";10;0;7.58
469799;"2013-03-25";"2013-03-26";"XL";49.9;4;"1970-05-14";4;1;9.48
339780;"2013-01-13";"1990-12-31";"M";59.9;4;"1957-03-06";7;1;11.38
145456;"2012-07-29";"2012-08-01";"m";69.9;4;"1956-12-25";6;0;13.28
96894;"2012-06-20";"2012-06-22";"xl";69.9;4;"1984-06-20";8;1;13.28
156326;"2012-08-06";"2012-08-10";"xxl";49.9;4;"1970-06-09";8;1;9.48
416047;"2013-03-02";"2013-03-05";"L";59.9;4;"1969-12-14";1;0;11.38
29918;"2012-04-23";"2012-04-26";"m";79.9;4;"1956-04-14";1;1;15.18
84373;"2012-06-07";"2012-06-12";"m";89.9;4;"1972-03-07";8;1;17.08
244181;"2012-10-10";"2012-10-16";"xl";99.9;4;"1961-12-04";1;1;18.98
166202;"2012-08-12";"2012-08-20";"m";119.9;4;"1962-10-01";8;0;22.78
398135;"2013-02-21";"1990-12-31";"L";89.95;4;"1960-05-07";2;0;17.09
422812;"2013-03-04";"2013-03-08";"L";24.9;4;"1973-01-05";10;0;4.73
9294;"2012-04-08";"2012-05-04";"xxl";79.9;4;"1969-11-17";1;1;15.18
403433;"2013-02-24";"2013-02-27";"XXL";29.9;4;"1980-08-05";14;0;5.68
200057;"2012-09-11";"2012-11-05";"xl";59.9;4;"1960-03-27";10;1;11.38
337882;"2013-01-13";"2013-02-04";"XL";49.9;4;"1969-02-09";10;0;9.48
56939;"2012-05-17";"2012-05-18";"m";21.9;4;"?";13;1;4.16
240004;"2012-10-06";"2012-11-19";"m";279.9;4;"1967-02-03";8;0;53.18
446234;"2013-03-12";"2013-03-14";"S";16.9;4;"?";1;0;3.21
293844;"2012-12-04";"2012-12-06";"L";26.9;4;"1962-06-22";11;1;5.11
440751;"2013-03-10";"2013-03-13";"M";54.9;4;"1959-11-04";8;0;10.43
372893;"2013-01-31";"2013-02-06";"xl";21.9;4;"1949-11-27";8;0;4.16
321234;"2013-01-06";"2013-01-11";"XL";59.9;4;"1952-06-08";10;0;11.38
389955;"2013-02-14";"1990-12-31";"XXL";26.9;4;"1981-01-05";8;0;5.11
445399;"2013-03-13";"2013-03-25";"L";29.9;4;"1973-02-06";2;0;5.68
76953;"2012-06-01";"2012-06-22";"s";16.9;3;"1953-11-19";10;0;3.21
89078;"2012-06-12";"2012-06-14";"xxl";39.9;4;"1965-06-25";15;1;7.58
47325;"2012-05-09";"2012-05-10";"m";59.9;4;"1962-04-23";2;1;11.38
405449;"2013-02-26";"2013-02-28";"L";49.9;4;"?";7;1;9.48
394919;"2013-02-19";"2013-02-20";"m";49.9;4;"1972-07-18";10;0;9.48
135904;"2012-07-13";"2012-07-27";"xl";26.9;4;"1967-01-20";10;0;5.11
225422;"2012-09-23";"2012-09-26";"xl";12.9;4;"1965-12-01";6;0;2.45
319087;"2013-01-04";"2013-01-14";"M";99.9;4;"1969-11-22";2;1;18.98
183272;"2012-08-27";"2012-11-01";"l";29.9;4;"1963-12-27";7;0;5.68
189766;"2012-09-02";"2012-09-05";"xxl";34.9;4;"1972-02-01";8;0;6.63
441486;"2013-03-11";"2013-03-12";"M";14.9;4;"1964-01-28";8;1;2.83
194082;"2012-09-05";"2012-09-07";"l";16.9;4;"1967-03-04";10;1;3.21
34405;"2012-04-27";"2012-04-30";"m";39.9;4;"1900-11-19";15;1;7.58
352241;"2013-01-18";"2013-01-22";"XL";26.9;4;"?";10;0;5.11
346196;"2013-01-16";"2013-01-17";"L";28.9;4;"1976-01-29";8;0;5.49
46646;"2012-05-08";"2012-05-29";"l";69.9;4;"1956-09-26";10;1;13.28
17905;"2012-04-13";"?";"l";34.9;4;"1961-05-19";8;0;6.63
199846;"2012-09-11";"2012-09-12";"l";49.9;4;"1960-11-18";10;0;9.48
5795;"2012-04-06";"2012-04-24";"xl";16.9;4;"1963-02-20";11;0;3.21
290393;"2012-11-28";"2012-11-29";"XL";29.9;4;"1957-09-10";10;1;5.68
454940;"2013-03-17";"2013-05-02";"XXL";49.9;4;"1964-02-12";1;0;9.48
168709;"2012-08-14";"2012-08-21";"m";119.9;4;"1962-02-01";10;0;22.78
117474;"2012-06-29";"2012-07-03";"l";9.4;4;"1952-10-06";2;0;1.79
275729;"2012-11-07";"2012-11-08";"l";31.95;4;"1963-05-29";13;0;6.07
56524;"2012-05-16";"?";"xl";119.9;4;"?";10;0;22.78
185518;"2012-08-28";"2012-08-30";"m";59.9;4;"?";2;1;11.38
160687;"2012-08-08";"2012-08-23";"xxl";39.9;4;"1977-05-31";16;1;7.58
455944;"2013-03-18";"2013-03-19";"XL";34.9;4;"1972-01-05";10;0;6.63
439732;"2013-03-10";"1990-12-31";"XL";99.95;3;"1956-12-29";10;0;18.99
376158;"2013-02-03";"2013-02-08";"M";24.9;4;"1986-01-27";16;0;4.73
374137;"2013-02-01";"2013-02-04";"XXL";79.95;4;"1973-04-18";8;0;15.19
478824;"2013-03-30";"2013-04-22";"S";69.9;4;"1972-08-08";3;1;13.28
296699;"2012-12-08";"2012-12-11";"M";39.9;4;"1959-06-18";1;0;7.58
99374;"2012-06-22";"2012-06-26";"xl";69.9;4;"1965-08-10";10;0;13.28
63575;"2012-05-22";"2012-05-24";"l";59.9;4;"1949-11-24";1;1;11.38
389017;"2013-02-14";"2013-02-21";"S";59.9;4;"1964-04-27";10;1;11.38
471385;"2013-03-26";"2013-03-28";"L";59.9;4;"1970-01-25";4;1;11.38
471465;"2013-03-26";"2013-04-18";"S";34.9;4;"1968-09-11";2;0;6.63
59980;"2012-05-19";"2012-05-23";"l";19.9;4;"?";7;0;3.78
315826;"2013-01-01";"2013-01-02";"XXL";59.9;3;"1959-10-13";15;1;11.38
417581;"2013-03-02";"?";"M";29.9;4;"1963-04-05";1;0;5.68
66053;"2012-05-23";"?";"xxl";89.9;4;"1957-11-25";4;0;17.08
180788;"2012-08-25";"2012-08-28";"xxl";59.9;4;"?";8;1;11.38
73783;"2012-05-29";"2012-06-01";"xxl";59.9;4;"1968-12-30";3;1;11.38
224747;"2012-09-22";"2012-09-25";"xl";39.9;4;"1975-09-09";8;0;7.58
245224;"2012-10-10";"2012-10-30";"xl";99.9;4;"1965-04-18";4;0;18.98
457172;"2013-03-18";"2013-03-25";"L";24.9;4;"1967-07-16";2;1;4.73
437176;"2013-03-09";"2013-03-25";"XXL";79.9;4;"1965-04-23";1;1;15.18
452764;"2013-03-16";"2013-03-20";"L";34.9;4;"?";7;0;6.63
380795;"2013-02-07";"2013-02-11";"L";39.9;4;"1968-09-22";1;0;7.58
44810;"2012-05-06";"2012-05-09";"m";99.9;4;"1969-08-20";1;1;18.98
7937;"2012-04-09";"2012-04-10";"xxl";24.9;4;"1958-03-23";10;0;4.73
163721;"2012-08-10";"2012-08-14";"xl";29.9;4;"1979-11-20";7;1;5.68
115803;"2012-06-29";"2012-07-03";"xxl";24.9;4;"1968-07-04";10;0;4.73
388910;"2013-02-13";"2013-03-11";"L";39.9;4;"1975-05-16";2;1;7.58
250932;"2012-10-16";"2012-10-18";"l";59.9;4;"?";1;0;11.38
260527;"2012-10-22";"2012-10-24";"l";79.9;4;"1965-03-20";10;0;15.18
35354;"2012-04-28";"2012-05-01";"m";59.9;4;"1949-09-24";8;0;11.38
169621;"2012-08-14";"2012-08-16";"xl";24.9;4;"1966-02-25";10;0;4.73
373290;"2013-02-01";"2013-02-04";"XXL";39.9;4;"1960-12-04";1;1;7.58
191318;"2012-09-03";"2012-09-05";"m";49.9;4;"1968-07-14";15;1;9.48
3611;"2012-04-04";"2012-04-06";"m";39.9;4;"1958-08-15";7;1;7.58
356889;"2013-01-20";"2013-01-24";"S";24.9;4;"?";10;0;4.73
284110;"2012-11-19";"2013-01-03";"L";79.9;4;"1964-10-23";2;1;15.18
34282;"2012-04-26";"2012-05-01";"m";59.9;4;"1900-11-19";8;1;11.38
170941;"2012-08-16";"2012-08-20";"l";69.9;4;"1957-06-01";11;1;13.28
206264;"2012-09-14";"2012-09-17";"s";99.9;4;"1962-12-06";10;1;18.98
152616;"2012-08-05";"2012-08-07";"l";31.95;4;"1968-05-28";10;0;6.07
365095;"2013-01-26";"?";"L";39.9;4;"1968-06-24";8;0;7.58
193021;"2012-09-04";"2012-09-06";"m";49.9;4;"1956-09-21";10;1;9.48
316348;"2013-01-02";"2013-01-03";"m";69.9;4;"1960-07-07";11;0;13.28
318044;"2013-01-03";"2013-01-07";"S";109;4;"?";9;1;20.71
393282;"2013-02-17";"2013-02-20";"M";29.9;4;"1969-09-28";10;1;5.68
